street_name,council_name,landfill_frequency,landfill_next,recycle_frequency,recycle_next,green_frequency,green_next
Therese Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Barley Sheaf Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Bult Close,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Felix Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Allura Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Crawford Road,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Goldwood Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Skye Court,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Bellington Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Bendoc Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Evergreen Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Rooney Crescent,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Wilmott Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sutcliffe Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Craven Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Luxford Street,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cahill Close,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
McTaggart Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Warburton Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Kewley Grove,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Waterway Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sapphire Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Aberdeen Street,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Holgate Road,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Paramount Parade,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Matheson Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Insignia Boulevard,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lepp Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cuthberts Road,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
McCallum Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Pengelly Road,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Furness Drive,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
OShannassy Parade,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Larfield Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Caviar Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Signature Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Bastow Lane,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Hunter Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Daly Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Rawlings Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Eleanor Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Monument Boulevard,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Regal Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Arranmore Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Buchanan Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Hillman Grove,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Arch Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Windermere Way,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sparkling Close,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sierra Drive,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Marshall Road,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Harris Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Alexanders Road,Windermere,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Gitsham Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Messenger Parade,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Capital Street,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
McNamee Boulevard,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
OCallaghan Parade,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Prince of Wales Boulevard,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Yootha Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cassidys Road,Burrumbeet,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Havana Street,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Bayfield Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Darcy Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lorensini Road,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Patrick Close,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Kuruc Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
United Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Miners Rest Road,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Wade Place,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Flewin Avenue,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Tunbridge Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Derby View,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cornell Court,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Vantage Court,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Draffins Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Kinsman Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Kernick Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Treetop Drive,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Yates Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Ewart Close,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Skyline Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Tanderra Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Magnetic Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Emmy Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Herbert Street,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Merz Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Groat Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Distinction Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Marxsen Parade,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Worthington Terrace,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Shortridge Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Gibbs View,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sullivan Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Charles Anderson Grove,Lake Gardens,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Paterson Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lumsden Way,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Slocombe Grove,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Tremain Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cromie Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lythgo Court,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Brind Way,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Mellish Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Newmarket Terrace,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Aquiver Terrace,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Beaston Way,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Moore Way,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Capernwary Rise,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cockerall Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Brownfield Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Jolly Parade,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Heathcote Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Crestmont Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Granland Way,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Western Highway,Burrumbeet,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Grainger Parade,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lucas Lane,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Dadswell Way,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Addington Road,Learmonth,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lee Road,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Booth Close,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Les Draffins Road,Bo Peep,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Crowther Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Fuller Lane,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Monet Court,Delacombe,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Dean Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Fordholm Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sneddon Way,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Kermeen Place,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Evans Way,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Stable Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Avancer Court,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lovering Way,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Stonemore Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Bells Road,Bunkers Hill,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Jurify Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Gingell Way,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Whatman Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cummins Road,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Overall Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Fig Court,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Gribble Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Hollioake Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Pernonie Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sells Road,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
McLeod Crescent,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Martland Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Quirk Road,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Thacker Court,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Leonie Court,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Dyson Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Kopkes Road,Bunkers Hill,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Hutchinson Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Todd Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Polkinghorne View,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Kelsall Terrace,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Peasnell Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Parrwang Crescent,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Butler Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cropley Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Spearwood Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Blomeley Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Carbery Way,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Hubbard Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
ORourke Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Birch Avenue,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Elm Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Gregory Street West,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Kennedys Drive,Delacombe,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Waringa Drive,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Blind Creek Road,Windermere,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Draffins Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Madden Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Gerbera Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Western Freeway,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Powells Road,Windermere,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Maslie Way,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Fry Way,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Majestic Way,Winter Valley,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Appleby Drive,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Coltman Plaza,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Madden Close,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Rayworth Way,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lake Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Brinkley Avenue,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Soderstrom Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Halbert Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Muir Road,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Ballarat - Carngham Road,Bo Peep,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Bridle Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Essex Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Rowley Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Carpenter Road,Windermere,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Centenary Street,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Chisholmes Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Daveyduke Drive,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Neerim Crescent,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Ring Road,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Wiltshire Lane,Delacombe,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Yvonne Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
St Chester Avenue,Lake Gardens,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Percy Street,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Maloney Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Kincade Street,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lakeland Drive,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Wallowa Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Les Draffins Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Norfolk Avenue,Lake Gardens,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Adela Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Alexander Avenue,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Aubrey Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Baldwin Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Beech Avenue,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Bogart Drive,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Bowden Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Browns Parade,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Cambridge Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Carpenter Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Cedric Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
College Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Conan Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Conniston Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Cornwall Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Coulter Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Cromwell Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Dare Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Dermot Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Dover Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Dowling Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Ealing Avenue,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Edgar Street,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Edwards Crescent,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
El Ramleh Avenue,Wendouree,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
